sequence,segment,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,mcid,mctag,tagstack
B-Titre,B-Titre,Règlement,1,612,1008,BCDFEE+Lato,#555,85,203,528,559,3,P,Document;P;Span
I-Titre,I,sur,1,612,1008,BCDFEE+Lato,#555,208,243,528,559,3,P,Document;P;Span
I-Titre,I,les,1,612,1008,BCDFEE+Lato,#555,248,278,528,559,3,P,Document;P;Span
I-Titre,I,dérogations,1,612,1008,BCDFEE+Lato,#555,283,413,528,559,3,P,Document;P;Span
I-Titre,I,mineures,1,612,1008,BCDFEE+Lato,#555,418,519,528,559,3,P,Document;P;Span
I-Titre,B-Titre,Numéro,1,612,1008,BCDEEE+Lato,#555,85,126,559,574,5,P,Document;P
I-Titre,I,1314-2021-DM,1,612,1008,BCDEEE+Lato,#555,128,207,559,574,5,P,Document;P
O,B-Tete,Règlement,2,612,1008,BCDGEE+ArialNarrow,#777,85,117,35,45,,Artifact,
O,I,sur,2,612,1008,BCDGEE+ArialNarrow,#777,119,128,35,45,,Artifact,
O,I,les,2,612,1008,BCDGEE+ArialNarrow,#777,130,138,35,45,,Artifact,
O,I,dérogations,2,612,1008,BCDGEE+ArialNarrow,#777,140,174,35,45,,Artifact,
O,I,mineures,2,612,1008,BCDGEE+ArialNarrow,#777,176,203,35,45,,Artifact,
O,I,numéro,2,612,1008,BCDGEE+ArialNarrow,#777,205,227,35,45,,Artifact,
O,I,1314-2021-DM,2,612,1008,BCDGEE+ArialNarrow,#777,229,273,35,45,,Artifact,
O,I,Table,2,612,1008,BCDGEE+ArialNarrow,#777,389,406,35,45,,Artifact,
O,I,des,2,612,1008,BCDGEE+ArialNarrow,#777,407,418,35,45,,Artifact,
O,I,"matières,",2,612,1008,BCDGEE+ArialNarrow,#777,420,447,35,45,,Artifact,
O,I,des,2,612,1008,BCDGEE+ArialNarrow,#777,449,459,35,45,,Artifact,
O,I,figures,2,612,1008,BCDGEE+ArialNarrow,#777,461,481,35,45,,Artifact,
O,I,et,2,612,1008,BCDGEE+ArialNarrow,#777,483,488,35,45,,Artifact,
O,I,des,2,612,1008,BCDGEE+ArialNarrow,#777,490,500,35,45,,Artifact,
O,I,tableaux,2,612,1008,BCDGEE+ArialNarrow,#777,502,527,35,45,,Artifact,
O,I,2,2,612,1008,BCDGEE+ArialNarrow,#777,524,527,964,973,,Artifact,
O,B-Titre,Table,2,612,1008,BCDFEE+Lato,#555,85,143,72,103,0,P,Document;TOC;TOCI;Span
O,I,des,2,612,1008,BCDFEE+Lato,#555,148,187,72,103,0,P,Document;TOC;TOCI;Span
O,I,matières,2,612,1008,BCDFEE+Lato,#555,193,287,72,103,0,P,Document;TOC;TOCI;Span
O,B-TOC,CHAPITRE,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,85,135,115,129,2,Span,Document;TOC;TOCI;Link;Span
O,I,1,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,138,144,115,129,2,Span,Document;TOC;TOCI;Link;Span
O,I,DISPOSITIONS,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,160,230,115,129,2,Span,Document;TOC;TOCI;Link;Span
O,I,"DÉCLARATOIRES,",2,612,1008,BCDHEE+ArialNarrow-Bold,#222,233,320,115,129,2,Span,Document;TOC;TOCI;Link;Span
O,I,INTERPRÉTATIVES,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,323,414,115,129,2,Span,Document;TOC;TOCI;Link;Span
O,I,ET,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,417,429,115,129,2,Span,Document;TOC;TOCI;Link;Span
O,I,ADMINISTRATIVES,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,432,522,115,129,2,Span,Document;TOC;TOCI;Link;Span
O,I,..................................................................................................................................,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,160,519,130,144,3,P,Document;TOC;TOCI;Span
O,I,3,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,522,527,130,144,4,Span,Document;TOC;TOCI;Link
O,I,SECTION,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,85,121,150,161,6,Span,Document;TOC;TOCI;Link;Span
O,I,1,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,124,128,150,161,6,Span,Document;TOC;TOCI;Link;Span
O,I,DISPOSITIONS,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,160,218,150,161,6,Span,Document;TOC;TOCI;Link;Span
O,I,DÉCLARATOIRES,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,220,291,150,161,6,Span,Document;TOC;TOCI;Link;Span
O,I,.....................................................................................................,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,292,522,150,161,7,P,Document;TOC;TOCI;Span
O,I,4,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,523,527,150,161,8,Span,Document;TOC;TOCI;Link
O,I,1.,2,612,1008,BCDGEE+ArialNarrow,#222,85,92,167,179,10,Span,Document;TOC;TOCI;Link;Span
O,I,Titre,2,612,1008,BCDGEE+ArialNarrow,#222,113,130,167,179,10,Span,Document;TOC;TOCI;Link;Span
O,I,du,2,612,1008,BCDGEE+ArialNarrow,#222,132,141,167,179,10,Span,Document;TOC;TOCI;Link;Span
O,I,règlement,2,612,1008,BCDGEE+ArialNarrow,#222,143,180,167,179,10,Span,Document;TOC;TOCI;Link;Span
O,I,......................................................................................................................................................,2,612,1008,BCDGEE+ArialNarrow,#222,180,522,167,179,11,P,Document;TOC;TOCI;Span
O,I,4,2,612,1008,BCDGEE+ArialNarrow,#222,523,527,167,179,12,Span,Document;TOC;TOCI;Link
O,I,2.,2,612,1008,BCDGEE+ArialNarrow,#222,85,92,185,196,14,Span,Document;TOC;TOCI;Link;Span
O,I,Abrogation,2,612,1008,BCDGEE+ArialNarrow,#222,113,153,185,196,14,Span,Document;TOC;TOCI;Link;Span
O,I,.................................................................................................................................................................,2,612,1008,BCDGEE+ArialNarrow,#222,155,522,185,196,15,P,Document;TOC;TOCI;Span
O,I,4,2,612,1008,BCDGEE+ArialNarrow,#222,523,527,185,196,16,Span,Document;TOC;TOCI;Link
O,I,3.,2,612,1008,BCDGEE+ArialNarrow,#222,85,92,202,214,18,Span,Document;TOC;TOCI;Link;Span
O,I,Portée,2,612,1008,BCDGEE+ArialNarrow,#222,113,137,202,214,18,Span,Document;TOC;TOCI;Link;Span
O,I,du,2,612,1008,BCDGEE+ArialNarrow,#222,140,149,202,214,18,Span,Document;TOC;TOCI;Link;Span
O,I,règlement,2,612,1008,BCDGEE+ArialNarrow,#222,151,188,202,214,18,Span,Document;TOC;TOCI;Link;Span
O,I,et,2,612,1008,BCDGEE+ArialNarrow,#222,190,197,202,214,18,Span,Document;TOC;TOCI;Link;Span
O,I,territoire,2,612,1008,BCDGEE+ArialNarrow,#222,199,229,202,214,18,Span,Document;TOC;TOCI;Link;Span
O,I,assujetti,2,612,1008,BCDGEE+ArialNarrow,#222,231,261,202,214,18,Span,Document;TOC;TOCI;Link;Span
O,I,..................................................................................................................,2,612,1008,BCDGEE+ArialNarrow,#222,262,522,202,214,19,P,Document;TOC;TOCI;Span
O,I,4,2,612,1008,BCDGEE+ArialNarrow,#222,523,527,202,214,20,Span,Document;TOC;TOCI;Link
O,I,4.,2,612,1008,BCDGEE+ArialNarrow,#222,85,92,220,231,22,Span,Document;TOC;TOCI;Link;Span
O,I,Domaine,2,612,1008,BCDJEE+ArialNarrow,#222,113,146,220,231,22,Span,Document;TOC;TOCI;Link;Span
O,I,d’application,2,612,1008,BCDJEE+ArialNarrow,#222,148,194,220,231,22,Span,Document;TOC;TOCI;Link;Span
O,I,...............................................................................................................................................,2,612,1008,BCDGEE+ArialNarrow,#222,196,522,220,231,23,P,Document;TOC;TOCI;Span
O,I,4,2,612,1008,BCDGEE+ArialNarrow,#222,523,527,220,231,24,Span,Document;TOC;TOCI;Link
O,I,5.,2,612,1008,BCDGEE+ArialNarrow,#222,85,92,237,248,26,Span,Document;TOC;TOCI;Link;Span
O,I,Dispositions,2,612,1008,BCDJEE+ArialNarrow,#222,113,157,237,248,26,Span,Document;TOC;TOCI;Link;Span
O,I,des,2,612,1008,BCDJEE+ArialNarrow,#222,160,173,237,248,26,Span,Document;TOC;TOCI;Link;Span
O,I,lois,2,612,1008,BCDJEE+ArialNarrow,#222,175,188,237,248,26,Span,Document;TOC;TOCI;Link;Span
O,I,et,2,612,1008,BCDJEE+ArialNarrow,#222,190,197,237,248,26,Span,Document;TOC;TOCI;Link;Span
O,I,d’autres,2,612,1008,BCDJEE+ArialNarrow,#222,199,228,237,248,26,Span,Document;TOC;TOCI;Link;Span
O,I,règlements,2,612,1008,BCDJEE+ArialNarrow,#222,230,271,237,248,26,Span,Document;TOC;TOCI;Link;Span
O,I,..............................................................................................................,2,612,1008,BCDGEE+ArialNarrow,#222,271,522,237,248,27,P,Document;TOC;TOCI;Span
O,I,4,2,612,1008,BCDGEE+ArialNarrow,#222,523,527,237,248,28,Span,Document;TOC;TOCI;Link
O,I,6.,2,612,1008,BCDGEE+ArialNarrow,#222,85,92,254,266,30,Span,Document;TOC;TOCI;Link;Span
O,I,Documents,2,612,1008,BCDGEE+ArialNarrow,#222,113,155,254,266,30,Span,Document;TOC;TOCI;Link;Span
O,I,de,2,612,1008,BCDGEE+ArialNarrow,#222,157,166,254,266,30,Span,Document;TOC;TOCI;Link;Span
O,I,renvoi,2,612,1008,BCDGEE+ArialNarrow,#222,168,191,254,266,30,Span,Document;TOC;TOCI;Link;Span
O,I,.................................................................................................................................................,2,612,1008,BCDGEE+ArialNarrow,#222,192,522,254,266,31,P,Document;TOC;TOCI;Span
O,I,4,2,612,1008,BCDGEE+ArialNarrow,#222,523,527,254,266,32,Span,Document;TOC;TOCI;Link
O,I,7.,2,612,1008,BCDGEE+ArialNarrow,#222,85,92,272,283,34,Span,Document;TOC;TOCI;Link;Span
O,I,Entrée,2,612,1008,BCDGEE+ArialNarrow,#222,113,137,272,283,34,Span,Document;TOC;TOCI;Link;Span
O,I,en,2,612,1008,BCDGEE+ArialNarrow,#222,140,149,272,283,34,Span,Document;TOC;TOCI;Link;Span
O,I,vigueur,2,612,1008,BCDGEE+ArialNarrow,#222,151,178,272,283,34,Span,Document;TOC;TOCI;Link;Span
O,I,......................................................................................................................................................,2,612,1008,BCDGEE+ArialNarrow,#222,180,522,272,283,35,P,Document;TOC;TOCI;Span
O,I,4,2,612,1008,BCDGEE+ArialNarrow,#222,523,527,272,283,36,Span,Document;TOC;TOCI;Link
O,I,SECTION,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,85,121,289,300,38,Span,Document;TOC;TOCI;Link;Span
O,I,2,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,124,128,289,300,38,Span,Document;TOC;TOCI;Link;Span
O,I,DISPOSITIONS,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,160,218,289,300,38,Span,Document;TOC;TOCI;Link;Span
O,I,INTERPRÉTATIVES,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,220,296,289,300,38,Span,Document;TOC;TOCI;Link;Span
O,I,..................................................................................................,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,299,522,289,300,39,P,Document;TOC;TOCI;Span
O,I,5,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,523,527,289,300,40,Span,Document;TOC;TOCI;Link
O,I,8.,2,612,1008,BCDGEE+ArialNarrow,#222,85,92,306,318,42,Span,Document;TOC;TOCI;Link;Span
O,I,Ville,2,612,1008,BCDGEE+ArialNarrow,#222,113,129,306,318,42,Span,Document;TOC;TOCI;Link;Span
O,I,............................................................................................................................................................................,2,612,1008,BCDGEE+ArialNarrow,#222,130,522,306,318,43,P,Document;TOC;TOCI;Span
O,I,5,2,612,1008,BCDGEE+ArialNarrow,#222,523,527,306,318,44,Span,Document;TOC;TOCI;Link
O,I,9.,2,612,1008,BCDGEE+ArialNarrow,#222,85,92,324,335,46,Span,Document;TOC;TOCI;Link;Span
O,I,Structure,2,612,1008,BCDGEE+ArialNarrow,#222,113,147,324,335,46,Span,Document;TOC;TOCI;Link;Span
O,I,du,2,612,1008,BCDGEE+ArialNarrow,#222,149,158,324,335,46,Span,Document;TOC;TOCI;Link;Span
O,I,règlement,2,612,1008,BCDGEE+ArialNarrow,#222,160,197,324,335,46,Span,Document;TOC;TOCI;Link;Span
O,I,..............................................................................................................................................,2,612,1008,BCDGEE+ArialNarrow,#222,198,522,324,335,47,P,Document;TOC;TOCI;Span
O,I,5,2,612,1008,BCDGEE+ArialNarrow,#222,523,527,324,335,48,Span,Document;TOC;TOCI;Link
O,I,10.,2,612,1008,BCDGEE+ArialNarrow,#222,85,96,341,353,50,Span,Document;TOC;TOCI;Link;Span
O,I,Interprétation,2,612,1008,BCDGEE+ArialNarrow,#222,113,162,341,353,50,Span,Document;TOC;TOCI;Link;Span
O,I,du,2,612,1008,BCDGEE+ArialNarrow,#222,164,173,341,353,50,Span,Document;TOC;TOCI;Link;Span
O,I,texte,2,612,1008,BCDGEE+ArialNarrow,#222,175,193,341,353,50,Span,Document;TOC;TOCI;Link;Span
O,I,................................................................................................................................................,2,612,1008,BCDGEE+ArialNarrow,#222,194,522,341,353,51,P,Document;TOC;TOCI;Span
O,I,5,2,612,1008,BCDGEE+ArialNarrow,#222,523,527,341,353,52,Span,Document;TOC;TOCI;Link
O,I,11.,2,612,1008,BCDGEE+ArialNarrow,#222,85,96,359,370,54,Span,Document;TOC;TOCI;Link;Span
O,I,Interprétation,2,612,1008,BCDGEE+ArialNarrow,#222,113,162,359,370,54,Span,Document;TOC;TOCI;Link;Span
O,I,en,2,612,1008,BCDGEE+ArialNarrow,#222,164,173,359,370,54,Span,Document;TOC;TOCI;Link;Span
O,I,cas,2,612,1008,BCDGEE+ArialNarrow,#222,175,188,359,370,54,Span,Document;TOC;TOCI;Link;Span
O,I,de,2,612,1008,BCDGEE+ArialNarrow,#222,190,200,359,370,54,Span,Document;TOC;TOCI;Link;Span
O,I,contradiction,2,612,1008,BCDGEE+ArialNarrow,#222,202,248,359,370,54,Span,Document;TOC;TOCI;Link;Span
O,I,........................................................................................................................,2,612,1008,BCDGEE+ArialNarrow,#222,249,522,359,370,55,P,Document;TOC;TOCI;Span
O,I,5,2,612,1008,BCDGEE+ArialNarrow,#222,523,527,359,370,56,Span,Document;TOC;TOCI;Link
O,I,12.,2,612,1008,BCDGEE+ArialNarrow,#222,85,96,376,387,58,Span,Document;TOC;TOCI;Link;Span
O,I,Terminologie,2,612,1008,BCDGEE+ArialNarrow,#222,113,161,376,387,58,Span,Document;TOC;TOCI;Link;Span
O,I,..............................................................................................................................................................,2,612,1008,BCDGEE+ArialNarrow,#222,162,522,376,387,59,P,Document;TOC;TOCI;Span
O,I,5,2,612,1008,BCDGEE+ArialNarrow,#222,523,527,376,387,60,Span,Document;TOC;TOCI;Link
O,I,SECTION,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,85,121,393,405,62,Span,Document;TOC;TOCI;Link;Span
O,I,3,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,124,128,393,405,62,Span,Document;TOC;TOCI;Link;Span
O,I,DISPOSITIONS,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,160,218,393,405,62,Span,Document;TOC;TOCI;Link;Span
O,I,ADMINISTRATIVES,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,220,296,393,405,62,Span,Document;TOC;TOCI;Link;Span
O,I,...................................................................................................,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,296,522,393,405,63,P,Document;TOC;TOCI;Span
O,I,6,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,523,527,393,405,64,Span,Document;TOC;TOCI;Link
O,I,13.,2,612,1008,BCDGEE+ArialNarrow,#222,85,96,411,422,66,Span,Document;TOC;TOCI;Link;Span
O,I,Administration,2,612,1008,BCDGEE+ArialNarrow,#222,113,165,411,422,66,Span,Document;TOC;TOCI;Link;Span
