sequence,segment,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,mcid,mctag,tagstack
B-Titre,B-Titre,Règlement,1,612,1008,BCDFEE+Lato,#555,85,203,528,559,4,P,Document;H1;Span
I-Titre,I,sur,1,612,1008,BCDFEE+Lato,#555,208,243,528,559,4,P,Document;H1;Span
I-Titre,I,les,1,612,1008,BCDFEE+Lato,#555,248,278,528,559,4,P,Document;H1;Span
I-Titre,I,permis,1,612,1008,BCDFEE+Lato,#555,283,357,528,559,4,P,Document;H1;Span
I-Titre,I,et,1,612,1008,BCDFEE+Lato,#555,363,386,528,559,4,P,Document;H1;Span
I-Titre,I,certificats,1,612,1008,BCDFEE+Lato,#555,391,498,528,559,4,P,Document;H1;Span
I-Titre,B-Titre,Numéro,1,612,1008,BCDEEE+Lato,#555,85,126,559,574,6,P,Document;H1
I-Titre,I,1314-2021-PC,1,612,1008,BCDEEE+Lato,#555,128,202,559,574,6,P,Document;H1
O,B-Tete,Règlement,2,612,1008,BCDGEE+ArialNarrow,#777,85,117,35,45,,Artifact,
O,I,sur,2,612,1008,BCDGEE+ArialNarrow,#777,119,128,35,45,,Artifact,
O,I,les,2,612,1008,BCDGEE+ArialNarrow,#777,130,138,35,45,,Artifact,
O,I,permis,2,612,1008,BCDGEE+ArialNarrow,#777,140,160,35,45,,Artifact,
O,I,et,2,612,1008,BCDGEE+ArialNarrow,#777,161,167,35,45,,Artifact,
O,I,certificats,2,612,1008,BCDGEE+ArialNarrow,#777,169,196,35,45,,Artifact,
O,I,numéro,2,612,1008,BCDGEE+ArialNarrow,#777,198,221,35,45,,Artifact,
O,I,1314-2021-PC,2,612,1008,BCDGEE+ArialNarrow,#777,222,265,35,45,,Artifact,
O,I,Table,2,612,1008,BCDGEE+ArialNarrow,#777,389,406,35,45,,Artifact,
O,I,des,2,612,1008,BCDGEE+ArialNarrow,#777,407,418,35,45,,Artifact,
O,I,"matières,",2,612,1008,BCDGEE+ArialNarrow,#777,420,447,35,45,,Artifact,
O,I,des,2,612,1008,BCDGEE+ArialNarrow,#777,449,459,35,45,,Artifact,
O,I,figures,2,612,1008,BCDGEE+ArialNarrow,#777,461,481,35,45,,Artifact,
O,I,et,2,612,1008,BCDGEE+ArialNarrow,#777,483,488,35,45,,Artifact,
O,I,des,2,612,1008,BCDGEE+ArialNarrow,#777,490,500,35,45,,Artifact,
O,I,tableaux,2,612,1008,BCDGEE+ArialNarrow,#777,502,527,35,45,,Artifact,
O,I,2,2,612,1008,BCDGEE+ArialNarrow,#777,524,527,964,973,,Artifact,
O,B-Titre,Table,2,612,1008,BCDFEE+Lato,#555,85,143,72,103,0,P,Document;H1;Span
O,I,des,2,612,1008,BCDFEE+Lato,#555,148,187,72,103,0,P,Document;H1;Span
O,I,matières,2,612,1008,BCDFEE+Lato,#555,193,287,72,103,0,P,Document;H1;Span
O,B-TOC,CHAPITRE,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,85,135,142,156,3,Span,Document;TOC;TOCI;Link;Span
O,I,1,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,138,144,142,156,3,Span,Document;TOC;TOCI;Link;Span
O,I,DISPOSITIONS,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,160,230,142,156,3,Span,Document;TOC;TOCI;Link;Span
O,I,"DÉCLARATOIRES,",2,612,1008,BCDHEE+ArialNarrow-Bold,#222,233,320,142,156,3,Span,Document;TOC;TOCI;Link;Span
O,I,INTERPRÉTATIVES,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,323,414,142,156,3,Span,Document;TOC;TOCI;Link;Span
O,I,ET,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,417,429,142,156,3,Span,Document;TOC;TOCI;Link;Span
O,I,ADMINISTRATIVES,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,432,522,142,156,3,Span,Document;TOC;TOCI;Link;Span
O,I,..................................................................................................................................,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,160,519,157,171,4,P,Document;TOC;TOCI;Span
O,I,8,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,522,527,157,171,5,Span,Document;TOC;TOCI;Link
O,I,SECTION,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,85,121,177,188,7,Span,Document;TOC;TOCI;Link;Span
O,I,1,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,124,128,177,188,7,Span,Document;TOC;TOCI;Link;Span
O,I,DISPOSITIONS,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,160,218,177,188,7,Span,Document;TOC;TOCI;Link;Span
O,I,DÉCLARATOIRES,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,220,291,177,188,7,Span,Document;TOC;TOCI;Link;Span
O,I,.....................................................................................................,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,292,522,177,188,8,P,Document;TOC;TOCI;Span
O,I,9,2,612,1008,BCDHEE+ArialNarrow-Bold,#222,523,527,177,188,9,Span,Document;TOC;TOCI;Link
O,I,1.,2,612,1008,BCDGEE+ArialNarrow,#222,85,92,194,206,11,Span,Document;TOC;TOCI;Link;Span
O,I,Titre,2,612,1008,BCDGEE+ArialNarrow,#222,113,130,194,206,11,Span,Document;TOC;TOCI;Link;Span
O,I,du,2,612,1008,BCDGEE+ArialNarrow,#222,132,141,194,206,11,Span,Document;TOC;TOCI;Link;Span
O,I,règlement,2,612,1008,BCDGEE+ArialNarrow,#222,143,180,194,206,11,Span,Document;TOC;TOCI;Link;Span
O,I,......................................................................................................................................................,2,612,1008,BCDGEE+ArialNarrow,#222,180,522,194,206,12,P,Document;TOC;TOCI;Span
O,I,9,2,612,1008,BCDGEE+ArialNarrow,#222,523,527,194,206,13,Span,Document;TOC;TOCI;Link
O,I,2.,2,612,1008,BCDGEE+ArialNarrow,#222,85,92,212,223,15,Span,Document;TOC;TOCI;Link;Span
O,I,Abrogation,2,612,1008,BCDGEE+ArialNarrow,#222,113,153,212,223,15,Span,Document;TOC;TOCI;Link;Span
O,I,.................................................................................................................................................................,2,612,1008,BCDGEE+ArialNarrow,#222,155,522,212,223,16,P,Document;TOC;TOCI;Span
O,I,9,2,612,1008,BCDGEE+ArialNarrow,#222,523,527,212,223,17,Span,Document;TOC;TOCI;Link
O,I,3.,2,612,1008,BCDGEE+ArialNarrow,#222,85,92,229,240,19,Span,Document;TOC;TOCI;Link;Span
O,I,Portée,2,612,1008,BCDGEE+ArialNarrow,#222,113,137,229,240,19,Span,Document;TOC;TOCI;Link;Span
O,I,du,2,612,1008,BCDGEE+ArialNarrow,#222,140,149,229,240,19,Span,Document;TOC;TOCI;Link;Span
O,I,règlement,2,612,1008,BCDGEE+ArialNarrow,#222,151,188,229,240,19,Span,Document;TOC;TOCI;Link;Span
O,I,et,2,612,1008,BCDGEE+ArialNarrow,#222,190,197,229,240,19,Span,Document;TOC;TOCI;Link;Span
O,I,territoire,2,612,1008,BCDGEE+ArialNarrow,#222,199,229,229,240,19,Span,Document;TOC;TOCI;Link;Span
O,I,assujetti,2,612,1008,BCDGEE+ArialNarrow,#222,231,261,229,240,19,Span,Document;TOC;TOCI;Link;Span
O,I,..................................................................................................................,2,612,1008,BCDGEE+ArialNarrow,#222,262,522,229,240,20,P,Document;TOC;TOCI;Span
O,I,9,2,612,1008,BCDGEE+ArialNarrow,#222,523,527,229,240,21,Span,Document;TOC;TOCI;Link
O,I,4.,2,612,1008,BCDGEE+ArialNarrow,#222,85,92,246,258,23,Span,Document;TOC;TOCI;Link;Span
O,I,Domaine,2,612,1008,BCDJEE+ArialNarrow,#222,113,146,246,258,23,Span,Document;TOC;TOCI;Link;Span
O,I,d’application,2,612,1008,BCDJEE+ArialNarrow,#222,148,194,246,258,23,Span,Document;TOC;TOCI;Link;Span
O,I,...............................................................................................................................................,2,612,1008,BCDGEE+ArialNarrow,#222,196,522,246,258,24,P,Document;TOC;TOCI;Span
O,I,9,2,612,1008,BCDGEE+ArialNarrow,#222,523,527,246,258,25,Span,Document;TOC;TOCI;Link
O,I,5.,2,612,1008,BCDGEE+ArialNarrow,#222,85,92,264,275,27,Span,Document;TOC;TOCI;Link;Span
O,I,Dispositions,2,612,1008,BCDJEE+ArialNarrow,#222,113,157,264,275,27,Span,Document;TOC;TOCI;Link;Span
O,I,des,2,612,1008,BCDJEE+ArialNarrow,#222,160,173,264,275,27,Span,Document;TOC;TOCI;Link;Span
O,I,lois,2,612,1008,BCDJEE+ArialNarrow,#222,175,188,264,275,27,Span,Document;TOC;TOCI;Link;Span
O,I,et,2,612,1008,BCDJEE+ArialNarrow,#222,190,197,264,275,27,Span,Document;TOC;TOCI;Link;Span
O,I,d’autres,2,612,1008,BCDJEE+ArialNarrow,#222,199,228,264,275,27,Span,Document;TOC;TOCI;Link;Span
O,I,règlements,2,612,1008,BCDJEE+ArialNarrow,#222,230,271,264,275,27,Span,Document;TOC;TOCI;Link;Span
O,I,..............................................................................................................,2,612,1008,BCDGEE+ArialNarrow,#222,271,522,264,275,28,P,Document;TOC;TOCI;Span
O,I,9,2,612,1008,BCDGEE+ArialNarrow,#222,523,527,264,275,29,Span,Document;TOC;TOCI;Link
O,I,6.,2,612,1008,BCDGEE+ArialNarrow,#222,85,92,281,293,31,Span,Document;TOC;TOCI;Link;Span
O,I,Documents,2,612,1008,BCDGEE+ArialNarrow,#222,113,155,281,293,31,Span,Document;TOC;TOCI;Link;Span
O,I,de,2,612,1008,BCDGEE+ArialNarrow,#222,157,166,281,293,31,Span,Document;TOC;TOCI;Link;Span
O,I,renvoi,2,612,1008,BCDGEE+ArialNarrow,#222,168,191,281,293,31,Span,Document;TOC;TOCI;Link;Span
