sequence,segment,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,mcid,mctag,tagstack
B-Titre,B-Tete,Règlement,1,612,792,BCDEEE+ArialNarrow,#777,97,128,35,45,,Artifact,
I-Titre,I,relatif,1,612,792,BCDEEE+ArialNarrow,#777,130,146,35,45,,Artifact,
I-Titre,I,aux,1,612,792,BCDEEE+ArialNarrow,#777,148,159,35,45,,Artifact,
I-Titre,I,PIIA,1,612,792,BCDEEE+ArialNarrow,#777,160,173,35,45,,Artifact,
I-Titre,I,numéro,1,612,792,BCDEEE+ArialNarrow,#777,175,197,35,45,,Artifact,
I-Titre,I,1314-2021-PIIA,1,612,792,BCDEEE+ArialNarrow,#777,199,245,35,45,,Artifact,
O,I,Entrée,1,612,792,BCDEEE+ArialNarrow,#777,505,525,35,45,,Artifact,
O,I,en,1,612,792,BCDEEE+ArialNarrow,#777,527,534,35,45,,Artifact,
O,I,vigueur,1,612,792,BCDEEE+ArialNarrow,#777,536,557,35,45,,Artifact,
O,I,1,1,612,792,BCDEEE+ArialNarrow,#777,555,558,747,757,,Artifact,
O,B-Titre,Ville,1,612,792,BCDIEE+Cambria-Bold,#000,239,269,317,334,3,Span,Document;Table;TR;TH;P
O,I,de,1,612,792,BCDIEE+Cambria-Bold,#000,272,288,317,334,3,Span,Document;Table;TR;TH;P
O,I,Sainte-Adèle,1,612,792,BCDIEE+Cambria-Bold,#000,291,372,317,334,3,Span,Document;Table;TR;TH;P
B-Titre,B-Titre,Règlement,1,612,792,BCDJEE+Calibri-Bold,#000,145,306,361,397,5,Span,Document;Table;TR;TH;P
I-Titre,I,relatif,1,612,792,BCDJEE+Calibri-Bold,#000,314,405,361,397,5,Span,Document;Table;TR;TH;P
I-Titre,I,aux,1,612,792,BCDJEE+Calibri-Bold,#000,413,466,361,397,5,Span,Document;Table;TR;TH;P
I-Titre,I,plans,1,612,792,BCDKEE+Calibri-Bold,#000,131,211,408,444,5,Span,Document;Table;TR;TH;P
I-Titre,I,d’implantation,1,612,792,BCDKEE+Calibri-Bold,#000,219,441,408,444,5,Span,Document;Table;TR;TH;P
I-Titre,I,et,1,612,792,BCDKEE+Calibri-Bold,#000,449,480,408,444,5,Span,Document;Table;TR;TH;P
I-Titre,O,d’intégration,1,612,792,BCDKEE+Calibri-Bold,#000,208,403,456,492,5,Span,Document;Table;TR;TH;P
I-Titre,O,architecturale,1,612,792,BCDJEE+Calibri-Bold,#000,201,410,503,539,5,Span,Document;Table;TR;TH;P
I-Titre,O,numéro,1,612,792,BCDJEE+Calibri-Bold,#000,187,266,556,580,6,Span,Document;Table;TR;TH;P
I-Titre,O,1314-2021-PIIA,1,612,792,BCDJEE+Calibri-Bold,#000,272,424,556,580,6,Span,Document;Table;TR;TH;P
O,B-Titre,Codification,1,612,792,BCDJEE+Calibri-Bold,#000,153,223,616,630,8,Span,Document;Table;TR;TH;P
O,I,administrative,1,612,792,BCDJEE+Calibri-Bold,#000,226,310,616,630,8,Span,Document;Table;TR;TH;P
O,I,:,1,612,792,BCDJEE+Calibri-Bold,#000,314,318,616,630,8,Span,Document;Table;TR;TH;P
O,I,à,1,612,792,BCDJEE+Calibri-Bold,#000,324,331,616,630,8,Span,Document;Table;TR;TH;P
O,I,jour,1,612,792,BCDJEE+Calibri-Bold,#000,334,357,616,630,8,Span,Document;Table;TR;TH;P
O,I,–,1,612,792,BCDKEE+Calibri-Bold,#000,361,368,616,630,8,Span,Document;Table;TR;TH;P
O,I,22,1,612,792,BCDJEE+Calibri-Bold,#000,371,385,616,630,8,Span,Document;Table;TR;TH;P
O,I,février,1,612,792,BCDJEE+Calibri-Bold,#000,388,427,616,630,8,Span,Document;Table;TR;TH;P
O,I,2023,1,612,792,BCDJEE+Calibri-Bold,#000,430,458,616,630,8,Span,Document;Table;TR;TH;P
O,B-Tete,Règlement,2,612,792,BCDEEE+ArialNarrow,#777,97,128,35,45,,Artifact,
O,I,relatif,2,612,792,BCDEEE+ArialNarrow,#777,130,146,35,45,,Artifact,
O,I,aux,2,612,792,BCDEEE+ArialNarrow,#777,148,159,35,45,,Artifact,
O,I,PIIA,2,612,792,BCDEEE+ArialNarrow,#777,160,173,35,45,,Artifact,
O,I,numéro,2,612,792,BCDEEE+ArialNarrow,#777,175,197,35,45,,Artifact,
O,I,1314-2021-PIIA,2,612,792,BCDEEE+ArialNarrow,#777,199,245,35,45,,Artifact,
O,I,Entrée,2,612,792,BCDEEE+ArialNarrow,#777,505,525,35,45,,Artifact,
O,I,en,2,612,792,BCDEEE+ArialNarrow,#777,527,534,35,45,,Artifact,
O,I,vigueur,2,612,792,BCDEEE+ArialNarrow,#777,536,557,35,45,,Artifact,
O,B-Pied,2,2,612,792,BCDEEE+ArialNarrow,#777,555,558,747,757,,Artifact,
O,B-Titre,PROVINCE,2,612,792,ArialMT,#444,97,154,110,122,1,Span,Document;H1
O,I,DE,2,612,792,ArialMT,#444,157,172,110,122,1,Span,Document;H1
O,I,QUEBEC,2,612,792,ArialMT,#444,175,222,110,122,1,Span,Document;H1
O,I,REGLEMENT,2,612,792,ArialMT,#444,338,406,110,122,1,Span,Document;H1
O,I,NUMERO,2,612,792,ArialMT,#444,409,458,110,122,1,Span,Document;H1
O,I,1314-2021-PIIA,2,612,792,ArialMT,#444,461,538,110,122,1,Span,Document;H1
O,B-Titre,VILLE,2,612,792,ArialMT,#444,97,127,128,140,2,Span,Document;H1
O,I,DE,2,612,792,ArialMT,#444,130,145,128,140,2,Span,Document;H1
O,I,Sainte-Adèle,2,612,792,ArialMT,#444,148,211,128,140,2,Span,Document;H1
O,I,REGLEMENT,2,612,792,ArialMT,#444,338,406,128,140,2,Span,Document;H1
O,I,RELATIF,2,612,792,ArialMT,#444,409,454,128,140,2,Span,Document;H1
O,I,AUX,2,612,792,ArialMT,#444,457,480,128,140,2,Span,Document;H1
O,I,PLANS,2,612,792,ArialMT,#444,483,519,128,140,2,Span,Document;H1
O,I,D’IMPLANTATION,2,612,792,ArialMT,#444,337,429,141,153,2,Span,Document;H1
O,I,ET,2,612,792,ArialMT,#444,432,446,141,153,2,Span,Document;H1
O,I,D’INTÉGRATION,2,612,792,ArialMT,#444,449,535,141,153,2,Span,Document;H1
O,I,ARCHITECTURALE,2,612,792,ArialMT,#444,337,437,153,166,2,Span,Document;H1
O,B-Alinea,Avis,2,612,792,ArialMT,#444,97,117,208,220,4,Span,Document;H1
O,I,de,2,612,792,ArialMT,#444,120,133,208,220,4,Span,Document;H1
O,I,motion,2,612,792,ArialMT,#444,136,169,208,220,4,Span,Document;H1
O,I,:,2,612,792,ArialMT,#444,172,175,208,220,4,Span,Document;H1
O,I,17,2,612,792,ArialMT,#444,231,243,208,220,4,Span,Document;H1
O,I,mai,2,612,792,ArialMT,#444,247,264,208,220,4,Span,Document;H1
O,I,2021,2,612,792,ArialMT,#444,267,292,208,220,4,Span,Document;H1
O,B-Alinea,Adoption,2,612,792,ArialMT,#444,97,140,232,245,5,Span,Document;H1
O,I,:,2,612,792,ArialMT,#444,143,146,232,245,5,Span,Document;H1
O,I,19,2,612,792,ArialMT,#444,231,243,232,245,5,Span,Document;H1
O,I,juillet,2,612,792,ArialMT,#444,247,272,232,245,5,Span,Document;H1
O,I,2021,2,612,792,ArialMT,#444,275,299,232,245,5,Span,Document;H1
O,B-Titre,Entrée,2,612,792,ArialMT,#444,97,129,257,269,6,Span,Document;H1
O,I,en,2,612,792,ArialMT,#444,132,144,257,269,6,Span,Document;H1
O,I,vigueur,2,612,792,ArialMT,#444,147,183,257,269,6,Span,Document;H1
O,I,:,2,612,792,ArialMT,#444,186,190,257,269,6,Span,Document;H1
O,I,23,2,612,792,ArialMT,#444,231,243,257,269,6,Span,Document;H1
O,I,septembre,2,612,792,ArialMT,#444,247,299,257,269,6,Span,Document;H1
O,I,2021,2,612,792,ArialMT,#444,302,326,257,269,6,Span,Document;H1
O,B-Titre,Numéro,2,612,792,Arial-BoldMT,#444,178,219,310,322,8,Span,Document;Table;TR;TH;P
O,I,du,2,612,792,Arial-BoldMT,#444,222,236,310,322,8,Span,Document;Table;TR;TH;P
O,I,règlement,2,612,792,Arial-BoldMT,#444,239,291,310,322,8,Span,Document;Table;TR;TH;P
O,I,Date,2,612,792,Arial-BoldMT,#444,391,415,310,322,9,Span,Document;Table;TR;TH;P
O,I,d’entrée,2,612,792,Arial-BoldMT,#444,418,461,310,322,9,Span,Document;Table;TR;TH;P
O,I,en,2,612,792,Arial-BoldMT,#444,464,477,310,322,9,Span,Document;Table;TR;TH;P
O,I,vigueur,2,612,792,Arial-BoldMT,#444,480,520,310,322,9,Span,Document;Table;TR;TH;P
O,I,1314-2021-PIIA-1,2,612,792,ArialMT,#444,191,278,350,362,10,Span,Document;Table;TR;TH;P
O,I,17,2,612,792,ArialMT,#444,419,431,350,362,11,Span,Document;Table;TR;TD;P
O,I,février,2,612,792,ArialMT,#444,434,465,350,362,11,Span,Document;Table;TR;TD;P
O,I,2023,2,612,792,ArialMT,#444,468,492,350,362,11,Span,Document;Table;TR;TD;P
O,B-Tete,Règlement,3,612,792,BCDEEE+ArialNarrow,#777,54,86,35,45,,Artifact,
O,I,relatif,3,612,792,BCDEEE+ArialNarrow,#777,87,104,35,45,,Artifact,
O,I,aux,3,612,792,BCDEEE+ArialNarrow,#777,105,116,35,45,,Artifact,
O,I,PIIA,3,612,792,BCDEEE+ArialNarrow,#777,118,130,35,45,,Artifact,
O,I,numéro,3,612,792,BCDEEE+ArialNarrow,#777,132,154,35,45,,Artifact,
O,I,1314-2021-PIIA,3,612,792,BCDEEE+ArialNarrow,#777,156,202,35,45,,Artifact,
O,I,Table,3,612,792,BCDEEE+ArialNarrow,#777,419,436,35,45,,Artifact,
O,I,des,3,612,792,BCDEEE+ArialNarrow,#777,438,448,35,45,,Artifact,
O,I,"matières,",3,612,792,BCDEEE+ArialNarrow,#777,450,477,35,45,,Artifact,
O,I,des,3,612,792,BCDEEE+ArialNarrow,#777,479,489,35,45,,Artifact,
O,I,figures,3,612,792,BCDEEE+ArialNarrow,#777,491,511,35,45,,Artifact,
O,I,et,3,612,792,BCDEEE+ArialNarrow,#777,513,518,35,45,,Artifact,
O,I,des,3,612,792,BCDEEE+ArialNarrow,#777,520,531,35,45,,Artifact,
O,I,tableaux,3,612,792,BCDEEE+ArialNarrow,#777,532,557,35,45,,Artifact,
O,B-Pied,3,3,612,792,BCDEEE+ArialNarrow,#777,555,558,747,757,,Artifact,
O,B-Titre,Table,3,612,792,BCDMEE+Lato,#555,54,112,72,103,0,Span,Document;H1;Span
O,I,des,3,612,792,BCDMEE+Lato,#555,117,156,72,103,0,Span,Document;H1;Span
O,I,matières,3,612,792,BCDMEE+Lato,#555,162,256,72,103,0,Span,Document;H1;Span
O,B-TOC,DISPOSITIONS,3,612,792,BCDLEE+ArialNarrow-Bold,#222,129,199,115,129,3,Span,Document;TOC;TOCI
O,I,"DÉCLARATOIRES,",3,612,792,BCDLEE+ArialNarrow-Bold,#222,202,289,115,129,3,Span,Document;TOC;TOCI
O,I,INTERPRÉTATIVES,3,612,792,BCDLEE+ArialNarrow-Bold,#222,292,383,115,129,3,Span,Document;TOC;TOCI
O,I,ET,3,612,792,BCDLEE+ArialNarrow-Bold,#222,386,398,115,129,3,Span,Document;TOC;TOCI
O,I,ADMINISTRATIVES,3,612,792,BCDLEE+ArialNarrow-Bold,#222,401,491,115,129,3,Span,Document;TOC;TOCI
O,I,......................,3,612,792,BCDLEE+ArialNarrow-Bold,#222,491,552,115,129,3,Span,Document;TOC;TOCI
O,I,9,3,612,792,BCDLEE+ArialNarrow-Bold,#222,552,558,115,129,3,Span,Document;TOC;TOCI
