sequence,segment,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,mcid,mctag,tagstack
O,B-Titre,Explications,368,612,792,ADIXIG+Arial-BoldMT,#fff,39,91,74,85,,,
O,I,relatives,368,612,792,ADIXIG+Arial-BoldMT,#fff,93,129,74,85,,,
O,I,à,368,612,792,ADIXIG+Arial-BoldMT,#fff,131,136,74,85,,,
O,I,l’aménagement,368,612,792,ADIXIG+Arial-BoldMT,#fff,138,202,74,85,,,
O,I,d’un,368,612,792,ADIXIG+Arial-BoldMT,#fff,204,223,74,85,,,
O,I,terrain,368,612,792,ADIXIG+Arial-BoldMT,#fff,225,253,74,85,,,
O,B-Titre,Bande,368,612,792,ADIXIG+Arial-BoldMT,#000,39,63,91,101,,,
O,I,tampon,368,612,792,ADIXIG+Arial-BoldMT,#000,65,94,91,101,,,
O,B-Alinea,Les,368,612,792,AWCOTD+ArialMT,#000,39,52,109,119,,,
O,I,dispositions,368,612,792,AWCOTD+ArialMT,#000,54,95,109,119,,,
O,I,relatives,368,612,792,AWCOTD+ArialMT,#000,97,127,109,119,,,
O,I,à,368,612,792,AWCOTD+ArialMT,#000,129,133,109,119,,,
O,I,l’aménagement,368,612,792,AWCOTD+ArialMT,#000,135,189,109,119,,,
O,I,d’une,368,612,792,AWCOTD+ArialMT,#000,191,211,109,119,,,
O,I,bande,368,612,792,AWCOTD+ArialMT,#000,213,235,109,119,,,
O,I,tampon,368,612,792,AWCOTD+ArialMT,#000,237,263,109,119,,,
O,I,s’appliquent,368,612,792,AWCOTD+ArialMT,#000,265,307,109,119,,,
O,I,à,368,612,792,AWCOTD+ArialMT,#000,310,314,109,119,,,
O,I,un,368,612,792,AWCOTD+ArialMT,#000,316,325,109,119,,,
O,I,terrain,368,612,792,AWCOTD+ArialMT,#000,327,349,109,119,,,
O,I,dont,368,612,792,AWCOTD+ArialMT,#000,352,367,109,119,,,
O,I,la,368,612,792,AWCOTD+ArialMT,#000,369,375,109,119,,,
O,I,ligne,368,612,792,AWCOTD+ArialMT,#000,377,394,109,119,,,
O,I,latérale,368,612,792,AWCOTD+ArialMT,#000,396,422,109,119,,,
O,I,ou,368,612,792,AWCOTD+ArialMT,#000,424,433,109,119,,,
O,I,arrière,368,612,792,AWCOTD+ArialMT,#000,435,458,109,119,,,
O,I,est,368,612,792,AWCOTD+ArialMT,#000,460,471,109,119,,,
O,I,adjacente,368,612,792,AWCOTD+ArialMT,#000,473,507,109,119,,,
O,I,à,368,612,792,AWCOTD+ArialMT,#000,509,514,109,119,,,
O,I,un,368,612,792,AWCOTD+ArialMT,#000,516,525,109,119,,,
O,I,terrain,368,612,792,AWCOTD+ArialMT,#000,39,61,121,131,,,
O,I,situé,368,612,792,AWCOTD+ArialMT,#000,64,80,121,131,,,
O,I,en,368,612,792,AWCOTD+ArialMT,#000,82,91,121,131,,,
O,I,tout,368,612,792,AWCOTD+ArialMT,#000,93,107,121,131,,,
O,I,ou,368,612,792,AWCOTD+ArialMT,#000,109,117,121,131,,,
O,I,en,368,612,792,AWCOTD+ArialMT,#000,120,128,121,131,,,
O,I,partie,368,612,792,AWCOTD+ArialMT,#000,131,150,121,131,,,
O,I,dans,368,612,792,AWCOTD+ArialMT,#000,153,170,121,131,,,
O,I,un,368,612,792,AWCOTD+ArialMT,#000,172,181,121,131,,,
O,I,autre,368,612,792,AWCOTD+ArialMT,#000,183,201,121,131,,,
O,I,type,368,612,792,AWCOTD+ArialMT,#000,203,218,121,131,,,
O,I,de,368,612,792,AWCOTD+ArialMT,#000,220,229,121,131,,,
O,I,milieux,368,612,792,AWCOTD+ArialMT,#000,231,255,121,131,,,
O,I,spécifiquement,368,612,792,AWCOTD+ArialMT,#000,258,311,121,131,,,
O,I,indiqué,368,612,792,AWCOTD+ArialMT,#000,313,338,121,131,,,
O,I,dans,368,612,792,AWCOTD+ArialMT,#000,340,357,121,131,,,
O,I,les,368,612,792,AWCOTD+ArialMT,#000,360,370,121,131,,,
O,I,fiches,368,612,792,AWCOTD+ArialMT,#000,372,392,121,131,,,
O,I,descriptives,368,612,792,AWCOTD+ArialMT,#000,395,436,121,131,,,
O,I,des,368,612,792,AWCOTD+ArialMT,#000,438,451,121,131,,,
O,I,types,368,612,792,AWCOTD+ArialMT,#000,453,472,121,131,,,
O,I,de,368,612,792,AWCOTD+ArialMT,#000,474,483,121,131,,,
O,I,milieux.,368,612,792,AWCOTD+ArialMT,#000,485,512,121,131,,,
O,B-Alinea,Une,368,612,792,AWCOTD+ArialMT,#000,39,54,139,149,,,
O,I,lettre,368,612,792,AWCOTD+ArialMT,#000,56,73,139,149,,,
O,I,sous,368,612,792,AWCOTD+ArialMT,#000,75,92,139,149,,,
O,I,la,368,612,792,AWCOTD+ArialMT,#000,94,100,139,149,,,
O,I,colonne,368,612,792,AWCOTD+ArialMT,#000,103,130,139,149,,,
O,I,«,368,612,792,AWCOTD+ArialMT,#000,132,137,139,149,,,
O,I,Bande,368,612,792,AWCOTD+ArialMT,#000,139,162,139,149,,,
O,I,tampon,368,612,792,AWCOTD+ArialMT,#000,164,190,139,149,,,
O,I,»,368,612,792,AWCOTD+ArialMT,#000,192,197,139,149,,,
O,I,indique,368,612,792,AWCOTD+ArialMT,#000,199,224,139,149,,,
O,I,le,368,612,792,AWCOTD+ArialMT,#000,226,233,139,149,,,
O,I,type,368,612,792,AWCOTD+ArialMT,#000,235,250,139,149,,,
O,I,de,368,612,792,AWCOTD+ArialMT,#000,252,261,139,149,,,
O,I,bande,368,612,792,AWCOTD+ArialMT,#000,263,285,139,149,,,
O,I,tampon,368,612,792,AWCOTD+ArialMT,#000,287,313,139,149,,,
O,I,exigée,368,612,792,AWCOTD+ArialMT,#000,315,339,139,149,,,
O,I,conformément,368,612,792,AWCOTD+ArialMT,#000,341,391,139,149,,,
O,I,à,368,612,792,AWCOTD+ArialMT,#000,393,398,139,149,,,
O,I,la,368,612,792,AWCOTD+ArialMT,#000,400,406,139,149,,,
O,I,sous-section,368,612,792,AWCOTD+ArialMT,#000,408,452,139,149,,,
O,I,2,368,612,792,AWCOTD+ArialMT,#000,455,459,139,149,,,
O,I,de,368,612,792,AWCOTD+ArialMT,#000,461,470,139,149,,,
O,I,la,368,612,792,AWCOTD+ArialMT,#000,472,478,139,149,,,
O,I,section,368,612,792,AWCOTD+ArialMT,#000,480,505,139,149,,,
O,I,6,368,612,792,AWCOTD+ArialMT,#000,508,512,139,149,,,
O,I,du,368,612,792,AWCOTD+ArialMT,#000,514,523,139,149,,,
O,I,chapitre,368,612,792,AWCOTD+ArialMT,#000,39,67,150,160,,,
O,I,4,368,612,792,AWCOTD+ArialMT,#000,69,74,150,160,,,
O,I,du,368,612,792,AWCOTD+ArialMT,#000,76,85,150,160,,,
O,I,titre,368,612,792,AWCOTD+ArialMT,#000,87,100,150,160,,,
O,I,"5,",368,612,792,AWCOTD+ArialMT,#000,102,109,150,160,,,
O,I,et,368,612,792,AWCOTD+ArialMT,#000,111,117,150,160,,,
O,I,"ce,",368,612,792,AWCOTD+ArialMT,#000,120,130,150,160,,,
O,I,en,368,612,792,AWCOTD+ArialMT,#000,132,141,150,160,,,
O,I,fonction,368,612,792,AWCOTD+ArialMT,#000,143,171,150,160,,,
O,I,du,368,612,792,AWCOTD+ArialMT,#000,173,182,150,160,,,
O,I,type,368,612,792,AWCOTD+ArialMT,#000,184,199,150,160,,,
O,I,de,368,612,792,AWCOTD+ArialMT,#000,201,210,150,160,,,
O,I,milieux,368,612,792,AWCOTD+ArialMT,#000,212,237,150,160,,,
O,I,adjacent,368,612,792,AWCOTD+ArialMT,#000,239,269,150,160,,,
O,I,inscrit,368,612,792,AWCOTD+ArialMT,#000,271,291,150,160,,,
O,I,à,368,612,792,AWCOTD+ArialMT,#000,293,298,150,160,,,
O,I,la,368,612,792,AWCOTD+ArialMT,#000,300,306,150,160,,,
O,I,colonne,368,612,792,AWCOTD+ArialMT,#000,308,336,150,160,,,
O,I,«,368,612,792,AWCOTD+ArialMT,#000,338,342,150,160,,,
O,I,Type,368,612,792,AWCOTD+ArialMT,#000,345,362,150,160,,,
O,I,de,368,612,792,AWCOTD+ArialMT,#000,364,373,150,160,,,
O,I,milieux,368,612,792,AWCOTD+ArialMT,#000,375,399,150,160,,,
O,I,adjacent,368,612,792,AWCOTD+ArialMT,#000,402,431,150,160,,,
O,I,»,368,612,792,AWCOTD+ArialMT,#000,434,438,150,160,,,
O,I,vis-à-vis,368,612,792,AWCOTD+ArialMT,#000,440,469,150,160,,,
O,I,la,368,612,792,AWCOTD+ArialMT,#000,471,477,150,160,,,
O,I,même,368,612,792,AWCOTD+ArialMT,#000,479,501,150,160,,,
O,I,ligne.,368,612,792,AWCOTD+ArialMT,#000,504,522,150,160,,,
O,I,La,368,612,792,AWCOTD+ArialMT,#000,525,533,150,160,,,
O,I,colonne,368,612,792,AWCOTD+ArialMT,#000,39,67,162,172,,,
O,I,«,368,612,792,AWCOTD+ArialMT,#000,69,73,162,172,,,
O,I,Type,368,612,792,AWCOTD+ArialMT,#000,75,93,162,172,,,
O,I,de,368,612,792,AWCOTD+ArialMT,#000,95,103,162,172,,,
O,I,milieux,368,612,792,AWCOTD+ArialMT,#000,106,130,162,172,,,
O,I,adjacent,368,612,792,AWCOTD+ArialMT,#000,132,162,162,172,,,
O,I,»,368,612,792,AWCOTD+ArialMT,#000,164,169,162,172,,,
O,I,peut,368,612,792,AWCOTD+ArialMT,#000,171,186,162,172,,,
O,I,faire,368,612,792,AWCOTD+ArialMT,#000,188,204,162,172,,,
O,I,référence,368,612,792,AWCOTD+ArialMT,#000,206,239,162,172,,,
O,I,à,368,612,792,AWCOTD+ArialMT,#000,241,246,162,172,,,
O,I,un,368,612,792,AWCOTD+ArialMT,#000,248,257,162,172,,,
O,I,type,368,612,792,AWCOTD+ArialMT,#000,259,274,162,172,,,
O,I,de,368,612,792,AWCOTD+ArialMT,#000,276,285,162,172,,,
O,I,milieux,368,612,792,AWCOTD+ArialMT,#000,287,311,162,172,,,
O,I,(ex.,368,612,792,AWCOTD+ArialMT,#000,314,327,162,172,,,
O,I,:,368,612,792,AWCOTD+ArialMT,#000,329,331,162,172,,,
O,I,T4.1),368,612,792,AWCOTD+ArialMT,#000,333,352,162,172,,,
O,I,ou,368,612,792,AWCOTD+ArialMT,#000,354,363,162,172,,,
O,I,une,368,612,792,AWCOTD+ArialMT,#000,365,378,162,172,,,
O,I,catégorie,368,612,792,AWCOTD+ArialMT,#000,380,413,162,172,,,
O,I,de,368,612,792,AWCOTD+ArialMT,#000,415,423,162,172,,,
O,I,types,368,612,792,AWCOTD+ArialMT,#000,426,444,162,172,,,
O,I,de,368,612,792,AWCOTD+ArialMT,#000,447,455,162,172,,,
O,I,milieux,368,612,792,AWCOTD+ArialMT,#000,458,482,162,172,,,
O,I,(ex.,368,612,792,AWCOTD+ArialMT,#000,484,497,162,172,,,
O,I,:,368,612,792,AWCOTD+ArialMT,#000,500,502,162,172,,,
O,I,T4).,368,612,792,AWCOTD+ArialMT,#000,504,518,162,172,,,
O,I,La,368,612,792,AWCOTD+ArialMT,#000,520,529,162,172,,,
O,I,bande,368,612,792,AWCOTD+ArialMT,#000,39,61,173,183,,,
O,I,tampon,368,612,792,AWCOTD+ArialMT,#000,63,89,173,183,,,
O,I,exigée,368,612,792,AWCOTD+ArialMT,#000,92,115,173,183,,,
O,I,doit,368,612,792,AWCOTD+ArialMT,#000,117,130,173,183,,,
O,I,être,368,612,792,AWCOTD+ArialMT,#000,132,146,173,183,,,
O,I,aménagée,368,612,792,AWCOTD+ArialMT,#000,148,185,173,183,,,
O,I,en,368,612,792,AWCOTD+ArialMT,#000,187,196,173,183,,,
O,I,bordure,368,612,792,AWCOTD+ArialMT,#000,198,225,173,183,,,
O,I,de,368,612,792,AWCOTD+ArialMT,#000,227,236,173,183,,,
O,I,la,368,612,792,AWCOTD+ArialMT,#000,238,244,173,183,,,
O,I,ligne,368,612,792,AWCOTD+ArialMT,#000,247,263,173,183,,,
O,I,latérale,368,612,792,AWCOTD+ArialMT,#000,265,291,173,183,,,
O,I,ou,368,612,792,AWCOTD+ArialMT,#000,293,302,173,183,,,
O,I,arrière,368,612,792,AWCOTD+ArialMT,#000,304,327,173,183,,,
O,I,de,368,612,792,AWCOTD+ArialMT,#000,329,338,173,183,,,
O,I,terrain,368,612,792,AWCOTD+ArialMT,#000,340,363,173,183,,,
O,I,adjacente,368,612,792,AWCOTD+ArialMT,#000,365,399,173,183,,,
O,I,à,368,612,792,AWCOTD+ArialMT,#000,401,406,173,183,,,
O,I,un,368,612,792,AWCOTD+ArialMT,#000,408,416,173,183,,,
O,I,terrain,368,612,792,AWCOTD+ArialMT,#000,419,441,173,183,,,
O,I,situé,368,612,792,AWCOTD+ArialMT,#000,443,460,173,183,,,
O,I,en,368,612,792,AWCOTD+ArialMT,#000,462,471,173,183,,,
O,I,tout,368,612,792,AWCOTD+ArialMT,#000,473,486,173,183,,,
O,I,ou,368,612,792,AWCOTD+ArialMT,#000,488,497,173,183,,,
O,I,partie,368,612,792,AWCOTD+ArialMT,#000,499,519,173,183,,,
O,I,dans,368,612,792,AWCOTD+ArialMT,#000,521,538,173,183,,,
O,I,un,368,612,792,AWCOTD+ArialMT,#000,39,48,184,194,,,
O,I,type,368,612,792,AWCOTD+ArialMT,#000,50,65,184,194,,,
O,I,de,368,612,792,AWCOTD+ArialMT,#000,67,76,184,194,,,
O,I,milieux,368,612,792,AWCOTD+ArialMT,#000,78,103,184,194,,,
O,I,inscrit,368,612,792,AWCOTD+ArialMT,#000,105,125,184,194,,,
O,I,sur,368,612,792,AWCOTD+ArialMT,#000,128,138,184,194,,,
O,I,la,368,612,792,AWCOTD+ArialMT,#000,141,147,184,194,,,
O,I,même,368,612,792,AWCOTD+ArialMT,#000,149,171,184,194,,,
O,I,ligne.,368,612,792,AWCOTD+ArialMT,#000,173,192,184,194,,,
O,B-Alinea,Cette,368,612,792,AWCOTD+ArialMT,#000,39,58,203,213,,,
O,I,disposition,368,612,792,AWCOTD+ArialMT,#000,60,97,203,213,,,
O,I,vise,368,612,792,AWCOTD+ArialMT,#000,100,114,203,213,,,
O,I,à,368,612,792,AWCOTD+ArialMT,#000,116,120,203,213,,,
O,I,assurer,368,612,792,AWCOTD+ArialMT,#000,122,149,203,213,,,
O,I,une,368,612,792,AWCOTD+ArialMT,#000,151,164,203,213,,,
O,I,cohabitation,368,612,792,AWCOTD+ArialMT,#000,166,209,203,213,,,
O,I,la,368,612,792,AWCOTD+ArialMT,#000,211,217,203,213,,,
O,I,plus,368,612,792,AWCOTD+ArialMT,#000,219,233,203,213,,,
O,I,harmonieuse,368,612,792,AWCOTD+ArialMT,#000,236,281,203,213,,,
O,I,possible,368,612,792,AWCOTD+ArialMT,#000,283,312,203,213,,,
O,I,entre,368,612,792,AWCOTD+ArialMT,#000,314,332,203,213,,,
O,I,des,368,612,792,AWCOTD+ArialMT,#000,335,347,203,213,,,
O,I,usages,368,612,792,AWCOTD+ArialMT,#000,349,375,203,213,,,
O,I,principaux,368,612,792,AWCOTD+ArialMT,#000,377,413,203,213,,,
O,I,situés,368,612,792,AWCOTD+ArialMT,#000,415,436,203,213,,,
