sequence,segment,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,mcid,mctag,tagstack
B-Titre,B-Tete,Règlement,239,612,1008,BCDEEE+ArialNarrow,#777,85,117,35,45,,Artifact,
I-Titre,I,de,239,612,1008,BCDEEE+ArialNarrow,#777,119,126,35,45,,Artifact,
I-Titre,I,zonage,239,612,1008,BCDEEE+ArialNarrow,#777,128,149,35,45,,Artifact,
I-Titre,I,1314-2021-Z,239,612,1008,BCDEEE+ArialNarrow,#777,151,189,35,45,,Artifact,
O,I,Chapitre,239,612,1008,BCDEEE+ArialNarrow,#777,414,439,35,45,,Artifact,
O,I,7,239,612,1008,BCDEEE+ArialNarrow,#777,440,444,35,45,,Artifact,
O,I,–,239,612,1008,BCDMEE+ArialNarrow,#777,446,450,35,45,,Artifact,
O,I,Types,239,612,1008,BCDEEE+ArialNarrow,#777,451,469,35,45,,Artifact,
O,I,de,239,612,1008,BCDEEE+ArialNarrow,#777,471,478,35,45,,Artifact,
O,I,milieux,239,612,1008,BCDEEE+ArialNarrow,#777,480,501,35,45,,Artifact,
O,I,et,239,612,1008,BCDEEE+ArialNarrow,#777,502,508,35,45,,Artifact,
O,I,zones,239,612,1008,BCDEEE+ArialNarrow,#777,510,527,35,45,,Artifact,
O,B-Pied,239,239,612,1008,BCDEEE+ArialNarrow,#000,516,527,951,960,,Artifact,
O,B-Section,SECTION,239,612,1008,BCDKEE+ArialNarrow-Bold,#222,85,136,84,100,0,Span,H2
O,I,4,239,612,1008,BCDKEE+ArialNarrow-Bold,#222,139,146,84,100,0,Span,H2
O,I,T3,239,612,1008,BCDKEE+ArialNarrow-Bold,#222,159,172,84,100,0,Span,H2
O,I,–,239,612,1008,BCDNEE+ArialNarrow-Bold,#222,175,182,84,100,0,Span,H2
O,I,PÉRIURBAIN,239,612,1008,BCDKEE+ArialNarrow-Bold,#222,185,257,84,100,0,Span,H2
O,B-Tete,INTENTION,239,612,1008,BCDKEE+ArialNarrow-Bold,#222,97,159,419,435,4,Span,Sect;P
O,B-Alinea,La,239,612,1008,BCDEEE+ArialNarrow,#222,97,106,445,456,5,Span,Sect;L;L;L;L;L;L;LI;Lbl
O,I,catégorie,239,612,1008,BCDEEE+ArialNarrow,#222,108,142,445,456,5,Span,Sect;L;L;L;L;L;L;LI;Lbl
O,I,de,239,612,1008,BCDEEE+ArialNarrow,#222,144,153,445,456,6,Span,Sect;L;L;L;L;L;L;LI;LBody
O,I,types,239,612,1008,BCDEEE+ArialNarrow,#222,156,175,445,456,6,Span,Sect;L;L;L;L;L;L;LI;LBody
