sequence,segment,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,mcid,mctag,tagstack
B-Titre,B-Tete,Règlement,1,612,1008,BCDEEE+ArialNarrow,#777,85,117,35,45,,Artifact,
I-Titre,I-Tete,de,1,612,1008,BCDEEE+ArialNarrow,#777,119,126,35,45,,Artifact,
I-Titre,I-Tete,zonage,1,612,1008,BCDEEE+ArialNarrow,#777,128,149,35,45,,Artifact,
I-Titre,I-Tete,1314-2021-Z,1,612,1008,BCDEEE+ArialNarrow,#777,151,189,35,45,,Artifact,
O,I-Tete,Table,1,612,1008,BCDEEE+ArialNarrow,#777,471,488,35,45,,Artifact,
O,I-Tete,des,1,612,1008,BCDEEE+ArialNarrow,#777,490,500,35,45,,Artifact,
O,I-Tete,matières,1,612,1008,BCDEEE+ArialNarrow,#777,502,527,35,45,,Artifact,
O,B-Titre,Ville,1,612,1008,BCDGEE+Cambria-Bold,#000,239,269,304,320,2,Span,Document;Table;TR;TH;P
O,I-Titre,de,1,612,1008,BCDGEE+Cambria-Bold,#000,272,288,304,320,2,Span,Document;Table;TR;TH;P
O,I-Titre,Sainte-Adèle,1,612,1008,BCDGEE+Cambria-Bold,#000,291,372,304,320,2,Span,Document;Table;TR;TH;P
B-Titre,B-Titre,Règlement,1,612,1008,BCDHEE+Calibri-Bold,#000,145,307,475,511,8,Span,Document;Table;TR;TH;P
I-Titre,I-Titre,de,1,612,1008,BCDHEE+Calibri-Bold,#000,315,352,475,511,8,Span,Document;Table;TR;TH;P
I-Titre,I-Titre,zonage,1,612,1008,BCDHEE+Calibri-Bold,#000,360,466,475,511,8,Span,Document;Table;TR;TH;P
O,I-Titre,numéro,1,612,1008,BCDHEE+Calibri-Bold,#000,202,281,516,540,9,Span,Document;Table;TR;TH;P
B-Numero,I-Titre,1314-2021-Z,1,612,1008,BCDHEE+Calibri-Bold,#000,286,409,516,540,9,Span,Document;Table;TR;TH;P
O,B-Titre,Codification,1,612,1008,BCDHEE+Calibri-Bold,#000,153,223,566,580,11,Span,Document;Table;TR;TH;P
O,I-Titre,administrative,1,612,1008,BCDHEE+Calibri-Bold,#000,226,311,566,580,11,Span,Document;Table;TR;TH;P
O,I-Titre,:,1,612,1008,BCDHEE+Calibri-Bold,#000,314,318,566,580,11,Span,Document;Table;TR;TH;P
O,I-Titre,à,1,612,1008,BCDHEE+Calibri-Bold,#000,324,331,566,580,11,Span,Document;Table;TR;TH;P
O,I-Titre,jour,1,612,1008,BCDHEE+Calibri-Bold,#000,334,358,566,580,11,Span,Document;Table;TR;TH;P
O,I-Titre,–,1,612,1008,BCDIEE+Calibri-Bold,#000,361,368,566,580,11,Span,Document;Table;TR;TH;P
O,I-Titre,14,1,612,1008,BCDHEE+Calibri-Bold,#000,371,385,566,580,11,Span,Document;Table;TR;TH;P
O,I-Titre,février,1,612,1008,BCDHEE+Calibri-Bold,#000,388,427,566,580,11,Span,Document;Table;TR;TH;P
O,I-Titre,2025,1,612,1008,BCDHEE+Calibri-Bold,#000,430,458,566,580,11,Span,Document;Table;TR;TH;P
